filename,num_vertices,mean_distance,std_distance,min_distance,max_distance
obj_01.ply,5841,0.15949488934621614,0.0674542078308432,0.007305094591219053,0.4352325385345919
obj_02.ply,38325,0.15929907865502083,0.0674440995674338,0.008535962426001345,0.4713205285530288
obj_03.ply,40759,0.15924175042841082,0.06717576835140847,0.006602299768466297,0.5218986852932528
obj_04.ply,18995,0.15954423956422195,0.06723226440360981,0.005214233069052753,0.4782463620170588
obj_05.ply,22831,0.1585651573487645,0.06740958076866096,0.0062899030768424945,0.5359640239349972
obj_06.ply,15736,0.16008351344757288,0.06691697758156506,0.005108493819044924,0.4342148563385069
obj_07.ply,16573,0.15971648837588126,0.06722504461423005,0.006561676390645556,0.5447849330738092
obj_08.ply,12655,0.15982748494595123,0.06719884039725026,0.005019783578433292,0.4501251969799859
obj_09.ply,7912,0.15922312025808574,0.06739251080329912,0.011410908668657063,0.4930781801049391
obj_10.ply,18473,0.15947434743937317,0.06724331497640468,0.008028368923743758,0.47782673806266823
obj_11.ply,7479,0.15874529174301497,0.06712900882960654,0.006993566543973345,0.4359764325599614
obj_12.ply,15972,0.15932736112367699,0.06734337566513417,0.005804021757080067,0.4568662786404285
obj_13.ply,18216,0.15965775337028038,0.06707375286542357,0.008159933586087265,0.5270651542420635
obj_14.ply,27435,0.15968484670532554,0.06728072255092327,0.008718261543288173,0.5283869871027393
obj_15.ply,16559,0.1597599000737539,0.06738563044675763,0.007619740386213771,0.46893925334422076
